Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.009    0.009    0.009    0.009 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:36(TypeNADict)
        1    0.004    0.004    0.004    0.004 _type_aliases.py:63(<setcomp>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
       16    0.002    0.000    0.003    0.000 _type_aliases.py:79(bitname)
        1    0.001    0.001    0.001    0.001 _type_aliases.py:95(_add_types)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _ufunc_config.py:1(<module>)
       32    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:36(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:368(_unspecified)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:375(errstate)
       32    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
       16    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
       16    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
       16    0.000    0.000    0.000    0.000 _ufunc_config.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_setdef)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _util.py:8(register_writer)
        1    0.000    0.000    0.000    0.000 _validators.py:1(<module>)
       91    0.000    0.000    0.000    0.000 _validators.py:207(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:22(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:10(_IterationGuard)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:35(WeakSet)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlrd.py:10(_XlrdReader)
        1    0.000    0.000    0.006    0.006 _xlsxwriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:160(_XlsxWriter)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:7(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 _xlwt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _xlwt.py:7(_XlwtWriter)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
   286/57    0.000    0.000    0.002    0.000 abc.py:100(__subclasscheck__)
      106    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       57    0.000    0.000    0.003    0.000 abc.py:84(__new__)
       17    0.000    0.000    0.000    0.000 abc.py:89(register)
      723    0.001    0.000    0.003    0.000 abc.py:96(__instancecheck__)
        2    0.000    0.000    0.009    0.004 accessor.py:1(<module>)
       16    0.000    0.000    0.000    0.000 accessor.py:118(delegate_names)
        1    0.000    0.000    0.000    0.000 accessor.py:13(DirNamesMixin)
        1    0.000    0.000    0.000    0.000 accessor.py:14(BaseAccessor)
       16    0.000    0.000    0.001    0.000 accessor.py:146(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 accessor.py:159(CachedAccessor)
        8    0.000    0.000    0.000    0.000 accessor.py:179(__init__)
        1    0.000    0.000    0.000    0.000 accessor.py:187(SparseFrameAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:25(SparseAccessor)
        1    0.000    0.000    0.000    0.000 accessor.py:49(PandasDelegate)
       16    0.000    0.000    0.001    0.000 accessor.py:63(_add_delegate_accessors)
      118    0.000    0.000    0.000    0.000 accessor.py:83(_create_delegator_property)
       96    0.000    0.000    0.000    0.000 accessor.py:84(_getter)
       67    0.000    0.000    0.000    0.000 accessor.py:97(_create_delegator_method)
        3    0.000    0.000    0.062    0.021 accessor.py:98(f)
        1    0.000    0.000    0.001    0.001 accessors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:120(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:191(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:25(Properties)
        1    0.000    0.000    0.000    0.000 accessors.py:282(PeriodProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:303(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.043    0.043 algorithms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:1073(SelectN)
        1    0.000    0.000    0.000    0.000 algorithms.py:1099(SelectNSeries)
        1    0.000    0.000    0.000    0.000 algorithms.py:1165(SelectNFrame)
       12    0.000    0.000    0.000    0.000 algorithms.py:1275(_view_wrapper)
       18    0.000    0.000    0.001    0.000 algorithms.py:1436(_get_take_nd_function)
       12    0.000    0.000    0.035    0.003 algorithms.py:1472(take)
       18    0.006    0.000    0.163    0.009 algorithms.py:1565(take_nd)
        1    0.000    0.000    0.002    0.002 align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 align.py:51(_filter_special_cases)
        3    0.000    0.000    0.155    0.052 api.py:1(<module>)
        3    0.000    0.000    0.009    0.003 api.py:149(union_indexes)
        3    0.000    0.000    0.000    0.000 api.py:221(_sanitize_and_check)
        3    0.000    0.000    0.000    0.000 api.py:242(<setcomp>)
        4    0.000    0.000    0.546    0.136 api.py:3(<module>)
        1    0.000    0.000    0.007    0.007 array.py:1(<module>)
        3    0.000    0.000    0.000    0.000 array.py:1363(_create_unary_method)
       17    0.000    0.000    0.000    0.000 array.py:1374(_create_arithmetic_method)
        8    0.000    0.000    0.000    0.000 array.py:1417(_create_comparison_method)
        1    0.000    0.000    0.000    0.000 array.py:1455(_add_unary_ops)
        1    0.000    0.000    0.000    0.000 array.py:1461(_add_comparison_ops)
        1    0.000    0.000    0.000    0.000 array.py:195(SparseArray)
        1    0.000    0.000    0.015    0.015 array_ops.py:1(<module>)
       34    0.000    0.000    0.000    0.000 array_ops.py:119(define_na_arithmetic_op)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.002    0.002 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1143(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1156(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1166(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1195(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1221(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1253(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1258(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1268(StructuredVoidFormat)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1482(_guarded_repr_or_str)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1489(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1562(set_string_function)
        2    0.000    0.000    0.000    0.000 arrayprint.py:464(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:474(decorating_function)
       15    0.000    0.000    0.000    0.000 arrayprint.py:477(wrapper)
        1    0.000    0.000    0.000    0.000 arrayprint.py:854(FloatingFormat)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.001    0.001 ast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:336(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:394(NodeTransformer)
        1    0.000    0.000    0.000    0.000 ast.py:465(_ABC)
        1    0.000    0.000    0.000    0.000 ast.py:487(Num)
        1    0.000    0.000    0.000    0.000 ast.py:491(Str)
        1    0.000    0.000    0.000    0.000 ast.py:495(Bytes)
        1    0.000    0.000    0.000    0.000 ast.py:499(NameConstant)
        1    0.000    0.000    0.000    0.000 ast.py:502(Ellipsis)
        5    0.000    0.000    0.076    0.015 base.py:1(<module>)
        6    0.000    0.000    0.000    0.000 base.py:101(_make_comparison_op)
        3    0.000    0.000    0.001    0.000 base.py:1024(_format_native_types)
        6    0.000    0.000    0.000    0.000 base.py:1026(__iter__)
        1    0.000    0.000    0.000    0.000 base.py:1084(ExtensionOpsMixin)
        4    0.000    0.000    0.001    0.000 base.py:1095(_add_arithmetic_ops)
        1    0.000    0.000    0.000    0.000 base.py:11(ExtensionDtype)
        6    0.000    0.000    0.000    0.000 base.py:1114(_add_comparison_ops)
        1    0.000    0.000    0.000    0.000 base.py:1123(_add_logical_ops)
        1    0.000    0.000    0.000    0.000 base.py:1133(ExtensionScalarOpsMixin)
      100    0.000    0.000    0.000    0.000 base.py:1182(name)
       71    0.000    0.000    0.000    0.000 base.py:1186(name)
        1    0.000    0.000    0.000    0.000 base.py:119(GroupByError)
        1    0.000    0.000    0.000    0.000 base.py:123(DataError)
        1    0.000    0.000    0.000    0.000 base.py:127(SpecificationError)
        1    0.000    0.000    0.000    0.000 base.py:13(GroupByMixin)
        1    0.000    0.000    0.000    0.000 base.py:131(SelectionMixin)
       42    0.000    0.000    0.000    0.000 base.py:132(_make_arithmetic_op)
       26    0.000    0.000    0.000    0.000 base.py:1383(nlevels)
        1    0.000    0.000    0.000    0.000 base.py:149(InvalidIndexError)
       43    0.000    0.000    0.013    0.000 base.py:1581(is_monotonic)
       43    0.013    0.000    0.013    0.000 base.py:1588(is_monotonic_increasing)
       12    0.001    0.000    0.002    0.000 base.py:1656(is_unique)
        3    0.000    0.000    0.000    0.000 base.py:1667(is_boolean)
       12    0.000    0.000    0.000    0.000 base.py:1670(is_integer)
        3    0.000    0.000    0.000    0.000 base.py:1679(is_object)
        6    0.000    0.000    0.000    0.000 base.py:1682(is_categorical)
        6    0.000    0.000    0.000    0.000 base.py:1730(inferred_type)
        6    0.000    0.000    0.001    0.000 base.py:1737(is_all_dates)
        1    0.000    0.000    0.002    0.002 base.py:177(Index)
      340    0.001    0.000    0.001    0.000 base.py:194(construct_from_string)
       17    0.000    0.000    0.000    0.000 base.py:199(ndim)
       17    0.000    0.000    0.003    0.000 base.py:213(__getitem__)
        3    0.000    0.000    0.000    0.000 base.py:2210(_validate_sort_keyword)
        3    0.000    0.000    0.006    0.002 base.py:2392(intersection)
     1881    0.003    0.000    0.013    0.000 base.py:247(is_dtype)
        3    0.000    0.000    0.000    0.000 base.py:2581(_assert_can_do_setop)
       66    0.000    0.000    0.002    0.000 base.py:2637(get_loc)
        3    0.000    0.000    0.002    0.001 base.py:2706(get_indexer)
   128/61    0.003    0.000    0.026    0.000 base.py:276(__new__)
        3    0.000    0.000    1.052    0.351 base.py:285(_aggregate)
        6    0.000    0.000    0.000    0.000 base.py:2853(_convert_scalar_indexer)
        9    0.000    0.000    0.000    0.000 base.py:2906(_convert_slice_indexer)
       12    0.000    0.000    0.000    0.000 base.py:2922(is_int)
       17    0.000    0.000    0.000    0.000 base.py:304(<lambda>)
       20    0.000    0.000    0.000    0.000 base.py:323(<genexpr>)
       17    0.000    0.000    1.030    0.061 base.py:361(_agg_1dim)
       54    0.000    0.000    0.000    0.000 base.py:3639(values)
       15    0.000    0.000    0.000    0.000 base.py:3671(_values)
       18    0.000    0.000    0.000    0.000 base.py:3701(_internal_get_values)
        3    0.000    0.000    1.030    0.343 base.py:379(_agg)
       49    0.000    0.000    0.000    0.000 base.py:3898(__contains__)
       86    0.000    0.000    0.001    0.000 base.py:3912(__getitem__)
       12    0.000    0.000    0.001    0.000 base.py:4047(equals)
        3    0.000    0.000    0.000    0.000 base.py:4077(identical)
        6    0.000    0.000    0.000    0.000 base.py:4091(<genexpr>)
       46    0.000    0.000    0.000    0.000 base.py:429(<genexpr>)
        3    0.000    0.000    0.000    0.000 base.py:432(is_any_frame)
        6    0.000    0.000    0.012    0.002 base.py:4321(argsort)
       20    0.000    0.000    0.000    0.000 base.py:434(<genexpr>)
        6    0.000    0.000    0.001    0.000 base.py:4373(get_value)
        3    0.000    0.000    0.000    0.000 base.py:4506(_maybe_promote)
        1    0.000    0.000    0.000    0.000 base.py:46(PandasObject)
       50    0.000    0.000    0.001    0.000 base.py:472(_simple_new)
        6    0.000    0.000    0.000    0.000 base.py:4723(_maybe_cast_indexer)
       27    0.000    0.000    0.000    0.000 base.py:4738(_validate_indexer)
        3    0.000    0.000    0.000    0.000 base.py:498(_constructor)
        1    0.000    0.000    0.000    0.000 base.py:5025(_add_comparison_methods)
        2    0.000    0.000    0.000    0.000 base.py:5037(_add_numeric_methods_add_sub_disabled)
        5    0.000    0.000    0.000    0.000 base.py:5049(_add_numeric_methods_disabled)
        9    0.000    0.000    0.000    0.000 base.py:505(_get_attributes_dict)
