Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 indexers.py:64(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:90(VariableWindowIndexer)
        1    0.000    0.000    0.008    0.008 indexing.py:1(<module>)
        3    0.000    0.000    0.002    0.001 indexing.py:1742(_get_slice_axis)
        1    0.000    0.000    0.000    0.000 indexing.py:1753(_LocationIndexer)
        3    0.000    0.000    0.002    0.001 indexing.py:1754(__getitem__)
        1    0.000    0.000    0.000    0.000 indexing.py:1808(_LocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1968(_iLocIndexer)
        3    0.000    0.000    0.002    0.001 indexing.py:2116(_getitem_axis)
        1    0.000    0.000    0.000    0.000 indexing.py:2161(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2197(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2227(_iAtIndexer)
        3    0.000    0.000    0.000    0.000 indexing.py:2261(convert_to_index_sliceable)
        3    0.000    0.000    0.000    0.000 indexing.py:2404(need_slice)
        1    0.000    0.000    0.000    0.000 indexing.py:37(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:569(_NDFrameIndexer)
        3    0.000    0.000    0.002    0.001 indexing.py:630(_slice)
        3    0.000    0.000    0.000    0.000 indexing.py:743(_convert_slice_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:85(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:89(IndexingMixin)
        3    0.000    0.000    0.000    0.000 indexing.py:93(iloc)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        3    0.000    0.000    0.000    0.000 inference.py:130(is_file_like)
       33    0.000    0.000    0.000    0.000 inference.py:220(is_array_like)
       29    0.000    0.000    0.000    0.000 inference.py:299(is_dict_like)
       76    0.000    0.000    0.000    0.000 inference.py:325(<genexpr>)
    46367    0.027    0.000    0.040    0.000 inference.py:358(is_hashable)
       56    0.000    0.000    0.000    0.000 inference.py:96(is_iterator)
        1    0.000    0.000    0.008    0.008 inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2408(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2412(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2416(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
       27    0.000    0.000    0.000    0.000 inspect.py:2477(__init__)
       27    0.000    0.000    0.000    0.000 inspect.py:2527(name)
       27    0.000    0.000    0.000    0.000 inspect.py:2531(default)
       27    0.000    0.000    0.000    0.000 inspect.py:2539(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2600(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
        3    0.000    0.000    0.000    0.000 inspect.py:2760(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:890(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:892(BlockFinder)
        1    0.000    0.000    0.005    0.005 integer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:256(IntegerArray)
        1    0.000    0.000    0.000    0.000 integer.py:36(_IntegerDtype)
        6    0.000    0.000    0.000    0.000 integer.py:505(_create_comparison_method)
       16    0.000    0.000    0.000    0.000 integer.py:609(_create_arithmetic_method)
        2    0.000    0.000    0.046    0.023 interval.py:1(<module>)
        3    0.000    0.000    0.000    0.000 interval.py:1147(_setop)
        1    0.000    0.000    0.000    0.000 interval.py:115(SetopCheck)
        1    0.000    0.000    0.002    0.002 interval.py:120(IntervalArray)
        4    0.000    0.000    0.000    0.000 interval.py:121(__init__)
        4    0.000    0.000    0.000    0.000 interval.py:124(__call__)
        1    0.000    0.000    0.003    0.003 interval.py:154(IntervalIndex)
        1    0.000    0.000    0.000    0.000 invalid.py:1(<module>)
      108    0.000    0.000    0.000    0.000 invalid.py:38(make_invalid_op)
        1    0.000    0.000    0.001    0.001 isoparser.py:2(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.001    0.001 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.014    0.014 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:52(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linecache.py:1(<module>)
        1    0.000    0.000    0.001    0.001 locale.py:1(<module>)
        2    0.000    0.000    0.000    0.000 locale.py:384(normalize)
        2    0.000    0.000    0.000    0.000 locale.py:467(_parse_localename)
        2    0.000    0.000    0.000    0.000 locale.py:575(getlocale)
        1    0.000    0.000    0.007    0.007 localization.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:18(MachAr)
        1    0.000    0.000    0.003    0.003 managers.py:1(<module>)
       12    0.000    0.000    0.000    0.000 managers.py:1031(<genexpr>)
        3    0.001    0.000    0.015    0.005 managers.py:1037(set)
        3    0.000    0.000    0.000    0.000 managers.py:1062(value_getitem)
       18    0.000    0.000    0.005    0.000 managers.py:122(__init__)
        6    0.000    0.000    0.166    0.028 managers.py:1224(reindex_indexer)
        6    0.000    0.000    0.164    0.027 managers.py:1259(<listcomp>)
       18    0.000    0.000    0.000    0.000 managers.py:128(<listcomp>)
        6    0.011    0.002    0.243    0.041 managers.py:1373(take)
        1    0.000    0.000    0.000    0.000 managers.py:1459(SingleBlockManager)
       81    0.001    0.000    0.005    0.000 managers.py:1467(__init__)
   137813    0.048    0.000    0.048    0.000 managers.py:1520(_block)
        6    0.000    0.000    0.002    0.000 managers.py:1538(get_slice)
       29    0.000    0.000    0.000    0.000 managers.py:1544(index)
      157    0.000    0.000    0.000    0.000 managers.py:1548(dtype)
       15    0.000    0.000    0.000    0.000 managers.py:1562(external_values)
    45919    0.048    0.000    0.079    0.000 managers.py:1565(internal_values)
        6    0.000    0.000    0.000    0.000 managers.py:1568(get_values)
       20    0.000    0.000    0.000    0.000 managers.py:1576(is_consolidated)
       17    0.000    0.000    0.000    0.000 managers.py:1582(_consolidate_inplace)
       66    0.000    0.000    0.001    0.000 managers.py:163(shape)
      198    0.000    0.000    0.001    0.000 managers.py:165(<genexpr>)
        6    0.000    0.000    0.088    0.015 managers.py:1667(create_block_manager_from_arrays)
       72    0.000    0.000    0.000    0.000 managers.py:167(ndim)
        6    0.000    0.000    0.086    0.014 managers.py:1700(form_blocks)
        3    0.000    0.000    0.000    0.000 managers.py:171(set_axis)
        3    0.000    0.000    0.038    0.013 managers.py:1797(_simple_blockify)
       12    0.000    0.000    0.044    0.004 managers.py:1811(_multi_blockify)
       34    0.000    0.000    0.000    0.000 managers.py:1815(<lambda>)
       15    0.062    0.004    0.080    0.005 managers.py:1828(_stack_arrays)
       43    0.000    0.000    0.000    0.000 managers.py:1831(_asarray_compat)
       15    0.000    0.000    0.000    0.000 managers.py:1837(_shape_compat)
        3    0.000    0.000    0.000    0.000 managers.py:1963(_fast_count_smallints)
       21    0.001    0.000    0.003    0.000 managers.py:212(_rebuild_blknos_and_blklocs)
       88    0.000    0.000    0.000    0.000 managers.py:232(items)
       18    0.000    0.000    0.000    0.000 managers.py:314(__len__)
       12    0.000    0.000    0.000    0.000 managers.py:329(_verify_integrity)
       45    0.000    0.000    0.000    0.000 managers.py:331(<genexpr>)
       20    0.000    0.000    0.064    0.003 managers.py:368(apply)
       20    0.000    0.000    0.000    0.000 managers.py:419(<dictcomp>)
       17    0.000    0.000    0.001    0.000 managers.py:584(convert)
        1    0.000    0.000    0.000    0.000 managers.py:61(BlockManager)
       50    0.000    0.000    0.001    0.000 managers.py:647(is_consolidated)
       21    0.000    0.000    0.002    0.000 managers.py:655(_consolidate_check)
       21    0.000    0.000    0.002    0.000 managers.py:656(<listcomp>)
        3    0.000    0.000    0.002    0.001 managers.py:740(get_slice)
        3    0.000    0.000    0.000    0.000 managers.py:750(<listcomp>)
        3    0.000    0.000    0.063    0.021 managers.py:766(copy)
        6    0.000    0.000    0.000    0.000 managers.py:784(copy_func)
        3    0.000    0.000    0.000    0.000 managers.py:790(<listcomp>)
       46    0.000    0.000    0.000    0.000 managers.py:927(consolidate)
       24    0.000    0.000    0.001    0.000 managers.py:943(_consolidate_inplace)
       23    0.000    0.000    0.002    0.000 managers.py:950(get)
       23    0.000    0.000    0.001    0.000 managers.py:979(iget)
        3    0.000    0.000    0.002    0.001 managers.py:998(delete)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:1(<module>)
        1    0.000    0.000    0.000    0.000 masked.py:18(BaseMaskedArray)
        1    0.000    0.000    0.000    0.000 melt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:24(memmap)
        1    0.000    0.000    0.001    0.001 merge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 merge.py:1425(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 merge.py:1523(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 merge.py:546(_MergeOperation)
        1    0.000    0.000    0.000    0.000 methods.py:1(<module>)
        2    0.000    0.000    0.009    0.005 methods.py:132(add_flex_arithmetic_methods)
        8    0.000    0.000    0.000    0.000 methods.py:154(<genexpr>)
        4    0.000    0.000    0.012    0.003 methods.py:159(_create_methods)
       58    0.000    0.000    0.000    0.000 methods.py:218(<lambda>)
       46    0.000    0.000    0.000    0.000 methods.py:220(<lambda>)
        4    0.000    0.000    0.000    0.000 methods.py:221(<dictcomp>)
        4    0.000    0.000    0.001    0.000 methods.py:225(_add_methods)
        4    0.000    0.000    0.000    0.000 methods.py:23(_get_method_wrappers)
        2    0.000    0.000    0.003    0.001 methods.py:72(add_special_arithmetic_methods)
       20    0.000    0.000    0.000    0.000 methods.py:89(_wrap_inplace_method)
        3    0.000    0.000    0.005    0.002 missing.py:1(<module>)
       71    0.000    0.000    0.004    0.000 missing.py:132(_isna_new)
       22    0.001    0.000    0.003    0.000 missing.py:225(_isna_ndarraylike)
        5    0.000    0.000    0.000    0.000 missing.py:307(notna)
       11    0.000    0.000    0.000    0.000 missing.py:393(_isna_compat)
        9    0.000    0.000    0.000    0.000 missing.py:410(array_equivalent)
       71    0.000    0.000    0.004    0.000 missing.py:49(isna)
       11    0.000    0.000    0.001    0.000 missing.py:529(_maybe_fill)
        6    0.000    0.000    0.000    0.000 missing.py:601(clean_reindex_fill_method)
        6    0.000    0.000    0.000    0.000 missing.py:73(clean_fill_method)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.002    0.002 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:104(MultiIndexPyIntEngine)
        1    0.000    0.000    0.002    0.002 multi.py:146(MultiIndex)
        1    0.000    0.000    0.000    0.000 multi.py:65(MultiIndexUIntEngine)
        1    0.000    0.000    0.133    0.133 multiarray.py:1(<module>)
       24    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
       36    0.000    0.000    0.000    0.000 multiarray.py:145(concatenate)
        6    0.000    0.000    0.000    0.000 multiarray.py:469(can_cast)
        6    0.000    0.000    0.000    0.000 multiarray.py:584(min_scalar_type)
        6    0.000    0.000    0.000    0.000 multiarray.py:635(result_type)
       11    0.000    0.000    0.000    0.000 multiarray.py:77(empty_like)
        3    0.000    0.000    0.000    0.000 multiarray.py:853(bincount)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 nanops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:1317(make_nancomp)
        3    0.000    0.000    0.000    0.000 nanops.py:166(_get_fill_value)
        3    0.000    0.000    0.000    0.000 nanops.py:189(_maybe_get_mask)
        3    0.000    0.000    0.000    0.000 nanops.py:234(_get_values)
        3    0.000    0.000    0.000    0.000 nanops.py:329(_na_ok_dtype)
        3    0.000    0.000    0.001    0.000 nanops.py:396(nanany)
        1    0.000    0.000    0.000    0.000 nanops.py:40(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:50(disallow)
       13    0.000    0.000    0.001    0.000 nanops.py:51(__init__)
       34    0.000    0.000    0.001    0.000 nanops.py:53(<genexpr>)
       13    0.000    0.000    0.000    0.000 nanops.py:58(__call__)
        1    0.000    0.000    0.000    0.000 nanops.py:82(bottleneck_switch)
        2    0.000    0.000    0.000    0.000 nanops.py:822(_nanminmax)
        6    0.000    0.000    0.000    0.000 nanops.py:83(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:87(__call__)
        1    0.000    0.000    0.025    0.025 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:122(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:58(BagObj)
       15    0.001    0.000    0.001    0.000 ntpath.py:124(splitdrive)
        5    0.000    0.000    0.000    0.000 ntpath.py:180(split)
        4    0.000    0.000    0.000    0.000 ntpath.py:221(dirname)
       21    0.000    0.000    0.000    0.000 ntpath.py:289(expanduser)
        5    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
        2    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
        2    0.000    0.000    0.000    0.000 ntpath.py:450(normpath)
        2    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
        4    0.000    0.000    0.001    0.000 ntpath.py:77(join)
        1    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        3    0.002    0.001    0.074    0.025 numeric.py:1(<module>)
        9    0.000    0.000    0.000    0.000 numeric.py:155(is_all_dates)
        7    0.000    0.000    0.000    0.000 numeric.py:159(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2163(_isclose_dispatcher)
        6    0.000    0.000    0.001    0.000 numeric.py:2167(isclose)
        1    0.000    0.000    0.000    0.000 numeric.py:223(IntegerIndex)
        6    0.000    0.000    0.000    0.000 numeric.py:2244(within_tol)
        6    0.000    0.000    0.000    0.000 numeric.py:2388(extend_all)
        1    0.001    0.001    0.004    0.004 numeric.py:241(Int64Index)
        6    0.000    0.000    0.000    0.000 numeric.py:261(_convert_scalar_indexer)
        6    0.000    0.000    0.000    0.000 numeric.py:283(full)
        1    0.000    0.000    0.000    0.000 numeric.py:298(UInt64Index)
        1    0.000    0.000    0.001    0.001 numeric.py:376(Float64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:44(NumericIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:74(ComplexWarning)
        3    0.000    0.000    0.000    0.000 numeric.py:83(_validate_dtype)
       11    0.000    0.000    0.000    0.000 numeric.py:86(_zeros_like_dispatcher)
       11    0.000    0.000    0.001    0.000 numeric.py:90(zeros_like)
        1    0.001    0.001    0.060    0.060 numerictypes.py:1(<module>)
      266    0.000    0.000    0.001    0.000 numerictypes.py:293(issubclass_)
      133    0.000    0.000    0.001    0.000 numerictypes.py:365(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
       12    0.000    0.000    0.000    0.000 numerictypes.py:578(_can_coerce_all)
       18    0.000    0.000    0.000    0.000 numerictypes.py:587(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
        6    0.000    0.000    0.000    0.000 numerictypes.py:602(find_common_type)
        6    0.000    0.000    0.000    0.000 numerictypes.py:654(<listcomp>)
        6    0.000    0.000    0.000    0.000 numerictypes.py:655(<listcomp>)
        1    0.000    0.000    0.001    0.001 numpy_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:102(PandasArray)
        6    0.000    0.000    0.000    0.000 numpy_.py:138(__init__)
        1    0.000    0.000    0.000    0.000 numpy_.py:26(PandasDtype)
        6    0.000    0.000    0.000    0.000 numpy_.py:417(to_numpy)
        6    0.000    0.000    0.000    0.000 numpy_.py:42(__init__)
       22    0.000    0.000    0.000    0.000 numpy_.py:438(_create_arithmetic_method)
        1    0.000    0.000    0.004    0.004 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1003(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1019(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:1097(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1130(MonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1163(MonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1172(MonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1181(BusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1190(BusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1199(_CustomBusinessMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1295(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1301(CustomBusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1311(SemiMonthOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1417(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1476(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1536(Week)
        1    0.000    0.000    0.000    0.000 offsets.py:156(DateOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1659(_WeekOfMonthMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:1684(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1754(LastWeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1825(QuarterOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:1895(BQuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1912(BQuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1921(QuarterEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1936(QuarterBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1948(YearOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:2007(BYearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2018(BYearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2029(YearEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:2039(YearBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:2053(FY5253)
        1    0.000    0.000    0.000    0.000 offsets.py:2260(FY5253Quarter)
        1    0.000    0.000    0.000    0.000 offsets.py:2478(Easter)
        4    0.000    0.000    0.000    0.000 offsets.py:2529(_tick_comp)
        1    0.000    0.000    0.000    0.000 offsets.py:2546(Tick)
       15    0.000    0.000    0.000    0.000 offsets.py:2551(__init__)
       15    0.000    0.000    0.001    0.000 offsets.py:2580(__eq__)
       17    0.000    0.000    0.002    0.000 offsets.py:2602(__ne__)
       91    0.002    0.000    0.002    0.000 offsets.py:2619(delta)
       43    0.000    0.000    0.001    0.000 offsets.py:2623(nanos)
        1    0.000    0.000    0.000    0.000 offsets.py:2678(Day)
        1    0.000    0.000    0.000    0.000 offsets.py:2683(Hour)
        1    0.000    0.000    0.000    0.000 offsets.py:2688(Minute)
        1    0.000    0.000    0.000    0.000 offsets.py:2693(Second)
        1    0.000    0.000    0.000    0.000 offsets.py:2698(Milli)
        1    0.000    0.000    0.000    0.000 offsets.py:2703(Micro)
        1    0.000    0.000    0.000    0.000 offsets.py:2708(Nano)
        1    0.000    0.000    0.000    0.000 offsets.py:2803(<dictcomp>)
        6    0.000    0.000    0.000    0.000 offsets.py:458(rule_code)
        1    0.000    0.000    0.000    0.000 offsets.py:491(SingleConstructorOffset)
        2    0.000    0.000    0.000    0.000 offsets.py:492(_from_name)
        1    0.000    0.000    0.000    0.000 offsets.py:500(_CustomMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:519(BusinessMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:543(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:552(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:658(BusinessHourMixin)
       16    0.000    0.000    0.000    0.000 offsets.py:93(apply_wraps)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        2    0.000    0.000    0.013    0.007 ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:175(Constant)
        1    0.000    0.000    0.000    0.000 ops.py:195(Op)
        3    0.000    0.000    0.000    0.000 ops.py:288(ngroups)
        1    0.000    0.000    0.000    0.000 ops.py:349(BinOp)
       16    0.000    0.000    0.001    0.000 ops.py:359(_get_cython_function)
       11    0.000    0.000    0.013    0.001 ops.py:393(_get_cython_func_and_vals)
       11    0.005    0.000    0.077    0.007 ops.py:427(_cython_operation)
        1    0.000    0.000    0.000    0.000 ops.py:494(Div)
        1    0.000    0.000    0.000    0.000 ops.py:523(UnaryOp)
        1    0.000    0.000    0.000    0.000 ops.py:53(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:571(MathCall)
       11    0.002    0.000    0.079    0.007 ops.py:583(aggregate)
        1    0.000    0.000    0.000    0.000 ops.py:586(FuncNode)
        1    0.000    0.000    0.000    0.000 ops.py:59(BaseGrouper)
       11    0.036    0.003    0.037    0.003 ops.py:593(_aggregate)
        1    0.000    0.000    0.000    0.000 ops.py:67(Term)
        1    0.000    0.000    0.000    0.000 ops.py:700(BinGrouper)
        3    0.000    0.000    0.000    0.000 ops.py:730(__init__)
        6    0.000    0.000    0.000    0.000 ops.py:761(nkeys)
        3    0.000    0.000    0.019    0.006 ops.py:807(group_info)
        3    0.000    0.000    0.000    0.000 ops.py:830(result_index)
       17    0.000    0.000    0.000    0.000 ops.py:837(levels)
       17    0.000    0.000    0.000    0.000 ops.py:841(names)
       17    0.000    0.000    0.011    0.001 ops.py:845(groupings)
       17    0.000    0.000    0.011    0.001 ops.py:847(<listcomp>)
        6    0.001    0.000    0.914    0.152 ops.py:852(agg_series)
        1    0.000    0.000    0.000    0.000 ops.py:881(DataSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:920(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 ops.py:925(FrameSplitter)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:1071(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:1078(__init__)
        1    0.000    0.000    0.000    0.000 os.py:1094(add_dll_directory)
        4    0.000    0.000    0.000    0.000 os.py:668(__getitem__)
        2    0.000    0.000    0.003    0.002 os.py:676(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__delitem__)
        2    0.000    0.000    0.000    0.000 os.py:724(<lambda>)
       10    0.000    0.000    0.000    0.000 os.py:732(check_str)
        8    0.000    0.000    0.000    0.000 os.py:738(encodekey)
        1    0.000    0.000    0.120    0.120 overrides.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      316    0.002    0.000    0.065    0.000 overrides.py:166(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       23    0.000    0.000    0.008    0.000 overrides.py:206(decorator)
      286    0.003    0.000    0.012    0.000 overrides.py:72(verify_matching_signatures)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.000    0.000 parquet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parquet.py:135(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:47(BaseImpl)
        1    0.000    0.000    0.000    0.000 parquet.py:72(PyArrowImpl)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
       36    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
       18    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
        6    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
       18    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:745(Quoter)
       36    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        1    0.000    0.000    0.004    0.004 parsers.py:1(<module>)
        3    0.000    0.000    0.310    0.103 parsers.py:1112(_make_engine)
        3    0.000    0.000    2.966    0.989 parsers.py:1131(read)
        3    0.000    0.000    0.000    0.000 parsers.py:1156(_create_index)
        9    0.000    0.000    0.000    0.000 parsers.py:1170(_is_index_col)
        9    0.000    0.000    0.000    0.000 parsers.py:1174(_is_potential_multi_index)
